"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost"
"374","SUCCESS","11","11","472.73","3647.18","4119.91","3592.18","4064.91","1418.19"
"415","SUCCESS","50","50","503.15","3618.98","4122.13","3563.98","4067.13","1509.44"
"357","SUCCESS","35","35","909.28","3217.11","4126.4","3162.11","4071.4","2727.85"
"228","SUCCESS","13","13","378.91","3760.63","4139.54","3705.63","4084.54","1136.73"
"497","SUCCESS","06","06","599.24","3555.95","4155.19","3500.95","4100.19","1797.73"
"184","SUCCESS","19","19","467.58","3695.72","4163.3","3640.72","4108.3","1402.74"
"136","SUCCESS","41","41","931.01","3242.77","4173.78","3187.77","4118.78","2793.04"
"366","SUCCESS","02","02","576.24","3609.19","4185.42","3554.19","4130.42","1728.71"
"512","SUCCESS","33","33","761.62","3443.31","4204.93","3388.31","4149.93","2284.86"
"219","SUCCESS","42","42","633.46","3582.32","4215.78","3527.32","4160.78","1900.39"
"168","SUCCESS","27","27","517.86","3716.24","4234.1","3661.24","4179.1","1553.58"
"373","SUCCESS","35","35","116.99","4126.4","4243.39","4071.4","4188.39","350.97"
"327","SUCCESS","12","12","987.38","3309.93","4297.31","3254.93","4242.31","2962.15"
"524","SUCCESS","21","21","561.38","3744.19","4305.57","3689.19","4250.57","1684.13"
"385","SUCCESS","43","43","432.05","3873.62","4305.67","3818.62","4250.67","1296.14"
"175","SUCCESS","29","29","968.82","3354.52","4323.33","3299.52","4268.33","2906.45"
"543","SUCCESS","31","31","632.52","3694.06","4326.58","3639.06","4271.58","1897.55"
"333","SUCCESS","05","05","691.98","3662.77","4354.75","3607.77","4299.75","2075.93"
"330","SUCCESS","34","34","750.71","3607.05","4357.76","3552.05","4302.76","2252.12"
"169","SUCCESS","26","26","785.35","3583.32","4368.66","3528.32","4313.66","2356.04"
"299","SUCCESS","15","15","697.89","3685.4","4383.29","3630.4","4328.29","2093.68"
"290","SUCCESS","13","13","251.29","4139.54","4390.83","4084.54","4335.83","753.87"
"256","SUCCESS","44","44","712.6","3679.44","4392.05","3624.44","4337.05","2137.81"
"355","SUCCESS","39","39","545.79","3858.01","4403.8","3803.01","4348.8","1637.38"
"274","SUCCESS","30","30","686.16","3743.33","4429.49","3688.33","4374.49","2058.49"
"234","SUCCESS","47","47","1030.04","3405.41","4435.45","3350.41","4380.45","3090.13"
"410","SUCCESS","38","38","609.81","3830.91","4440.73","3775.91","4385.73","1829.44"
"517","SUCCESS","20","20","616.01","3894.07","4510.07","3839.07","4455.07","1848.02"
"406","SUCCESS","08","08","619.88","3902.95","4522.83","3847.95","4467.83","1859.65"
"329","SUCCESS","28","28","1012.9","3515.77","4528.67","3460.77","4473.67","3038.7"
"439","SUCCESS","23","23","995","3538.03","4533.03","3483.03","4478.03","2985"
"483","SUCCESS","17","17","513.25","4024.31","4537.56","3969.31","4482.56","1539.74"
"389","SUCCESS","24","24","724.21","3815.47","4539.69","3760.47","4484.69","2172.64"
"270","SUCCESS","42","42","332.87","4215.78","4548.66","4160.78","4493.66","998.62"
"506","SUCCESS","36","36","582.29","3972.23","4554.52","3917.23","4499.52","1746.86"
"536","SUCCESS","06","06","403.54","4155.19","4558.73","4100.19","4503.73","1210.61"
"486","SUCCESS","14","14","619.87","3943.08","4562.96","3888.08","4507.96","1859.62"
"277","SUCCESS","19","19","408.15","4163.3","4571.45","4108.3","4516.45","1224.45"
"576","SUCCESS","16","16","601.42","3971.74","4573.15","3916.74","4518.15","1804.26"
"203","SUCCESS","07","07","844.21","3741.54","4585.75","3686.54","4530.75","2532.64"
"208","SUCCESS","29","29","291.05","4323.33","4614.38","4268.33","4559.38","873.14"
"293","SUCCESS","25","25","903.07","3757.15","4660.22","3702.15","4605.22","2709.22"
"428","SUCCESS","50","50","539.88","4122.13","4662.01","4067.13","4607.01","1619.64"
"294","SUCCESS","46","46","1045.14","3634.36","4679.5","3579.36","4624.5","3135.41"
"416","SUCCESS","35","35","450.55","4243.39","4693.94","4188.39","4638.94","1351.66"
"346","SUCCESS","48","48","745.96","4019.15","4765.11","3964.15","4710.11","2237.88"
"381","SUCCESS","34","34","412.8","4357.76","4770.56","4302.76","4715.56","1238.41"
"566","SUCCESS","36","36","221.82","4554.52","4776.34","4499.52","4721.34","665.47"
"427","SUCCESS","02","02","593.95","4185.42","4779.37","4130.42","4724.37","1781.84"
"334","SUCCESS","09","09","870.55","3923.88","4794.43","3868.88","4739.43","2611.65"
"441","SUCCESS","30","30","377.83","4429.49","4807.32","4374.49","4752.32","1133.48"
"523","SUCCESS","20","20","299.97","4510.07","4810.04","4455.07","4755.04","899.9"
"362","SUCCESS","04","04","927.93","3890.36","4818.29","3835.36","4763.29","2783.78"
"395","SUCCESS","32","32","872.48","3947.07","4819.54","3892.07","4764.54","2617.43"
"464","SUCCESS","45","45","997.16","3838.88","4836.04","3783.88","4781.04","2991.49"
"331","SUCCESS","22","22","746.79","4092.37","4839.16","4037.37","4784.16","2240.37"
"404","SUCCESS","05","05","497.06","4354.75","4851.81","4299.75","4796.81","1491.19"
"478","SUCCESS","43","43","546.29","4305.67","4851.96","4250.67","4796.96","1638.88"
"411","SUCCESS","37","37","921.29","3986.2","4907.49","3931.2","4852.49","2763.87"
"580","SUCCESS","33","33","708.23","4204.93","4913.15","4149.93","4858.15","2124.68"
"593","SUCCESS","16","16","343.07","4573.15","4916.23","4518.15","4861.23","1029.22"
"278","SUCCESS","47","47","528.67","4435.45","4964.12","4380.45","4909.12","1586"
"368","SUCCESS","40","40","851.79","4113.29","4965.08","4058.29","4910.08","2555.36"
"347","SUCCESS","13","13","597.73","4390.83","4988.56","4335.83","4933.56","1793.19"
"475","SUCCESS","23","23","461.57","4533.03","4994.6","4478.03","4939.6","1384.71"
"487","SUCCESS","10","10","924.19","4081.5","5005.69","4026.5","4950.69","2772.58"
"480","SUCCESS","38","38","590.23","4440.73","5030.95","4385.73","4975.95","1770.68"
"590","SUCCESS","31","31","708.19","4326.58","5034.77","4271.58","4979.77","2124.58"
"279","SUCCESS","44","44","653.56","4392.05","5045.61","4337.05","4990.61","1960.68"
"414","SUCCESS","11","11","948.93","4119.91","5068.84","4064.91","5013.84","2846.79"
"595","SUCCESS","16","16","172.1","4916.23","5088.33","4861.23","5033.33","516.31"
"430","SUCCESS","24","24","548.88","4539.69","5088.57","4484.69","5033.57","1646.64"
"377","SUCCESS","12","12","798.62","4297.31","5095.94","4242.31","5040.94","2395.87"
"289","SUCCESS","42","42","571.25","4548.66","5119.9","4493.66","5064.9","1713.75"
"471","SUCCESS","08","08","641.6","4522.83","5164.43","4467.83","5109.43","1924.79"
"417","SUCCESS","34","34","412.43","4770.56","5182.99","4715.56","5127.99","1237.3"
"204","SUCCESS","07","07","609.24","4585.75","5195","4530.75","5140","1827.73"
"345","SUCCESS","03","03","1111.48","4087.33","5198.81","4032.33","5143.81","3334.44"
"456","SUCCESS","30","30","403.03","4807.32","5210.36","4752.32","5155.36","1209.1"
"143","SUCCESS","41","41","1041.47","4173.78","5215.25","4118.78","5160.25","3124.4"
"319","SUCCESS","19","19","658.01","4571.45","5229.46","4516.45","5174.46","1974.03"
"216","SUCCESS","27","27","1011.09","4234.1","5245.2","4179.1","5190.2","3033.28"
"571","SUCCESS","10","10","244.55","5005.69","5250.24","4950.69","5195.24","733.64"
"445","SUCCESS","50","50","588.62","4662.01","5250.64","4607.01","5195.64","1765.87"
"413","SUCCESS","05","05","403.34","4851.81","5255.15","4796.81","5200.15","1210.03"
"304","SUCCESS","25","25","603.52","4660.22","5263.74","4605.22","5208.74","1810.55"
"314","SUCCESS","15","15","889.35","4383.29","5272.65","4328.29","5217.65","2668.06"
"434","SUCCESS","39","39","886.74","4403.8","5290.54","4348.8","5235.54","2660.22"
"383","SUCCESS","26","26","923.66","4368.66","5292.32","4313.66","5237.32","2770.97"
"235","SUCCESS","29","29","714.39","4614.38","5328.77","4559.38","5273.77","2143.18"
"465","SUCCESS","30","30","147.1","5210.36","5357.45","5155.36","5302.45","441.29"
"463","SUCCESS","28","28","830.31","4528.67","5358.99","4473.67","5303.99","2490.94"
"419","SUCCESS","35","35","684.13","4693.94","5378.07","4638.94","5323.07","2052.38"
"372","SUCCESS","09","09","602.61","4794.43","5397.03","4739.43","5342.03","1807.82"
"510","SUCCESS","02","02","635.73","4779.37","5415.1","4724.37","5360.1","1907.2"
"382","SUCCESS","25","25","154.62","5263.74","5418.35","5208.74","5363.35","463.85"
"511","SUCCESS","34","34","247.51","5182.99","5430.5","5127.99","5375.5","742.53"
"572","SUCCESS","04","04","617.18","4818.29","5435.46","4763.29","5380.46","1851.53"
"516","SUCCESS","17","17","904.36","4537.56","5441.92","4482.56","5386.92","2713.08"
"447","SUCCESS","37","37","556.4","4907.49","5463.89","4852.49","5408.89","1669.19"
"307","SUCCESS","29","29","163.8","5328.77","5492.57","5273.77","5437.57","491.39"
"394","SUCCESS","12","12","403.8","5095.94","5499.74","5040.94","5444.74","1211.4"
"453","SUCCESS","40","40","549.32","4965.08","5514.4","4910.08","5459.4","1647.97"
"324","SUCCESS","15","15","286.16","5272.65","5558.81","5217.65","5503.81","858.49"
"344","SUCCESS","22","22","739.23","4839.16","5578.39","4784.16","5523.39","2217.69"
"484","SUCCESS","50","50","332.65","5250.64","5583.29","5195.64","5528.29","997.96"
"348","SUCCESS","46","46","906.19","4679.5","5585.69","4624.5","5530.69","2718.58"
"432","SUCCESS","24","24","510.04","5088.57","5598.61","5033.57","5543.61","1530.13"
"491","SUCCESS","14","14","1035.95","4562.96","5598.91","4507.96","5543.91","3107.86"
"356","SUCCESS","48","48","838.23","4765.11","5603.34","4710.11","5548.34","2514.7"
"535","SUCCESS","43","43","757.94","4851.96","5609.9","4796.96","5554.9","2273.82"
"425","SUCCESS","03","03","446.78","5198.81","5645.59","5143.81","5590.59","1340.34"
"296","SUCCESS","42","42","531.55","5119.9","5651.45","5064.9","5596.45","1594.64"
"584","SUCCESS","32","32","845.93","4819.54","5665.48","4764.54","5610.48","2537.8"
"349","SUCCESS","19","19","454.71","5229.46","5684.17","5174.46","5629.17","1364.12"
"574","SUCCESS","10","10","462.77","5250.24","5713.01","5195.24","5658.01","1388.31"
"449","SUCCESS","37","37","252.05","5463.89","5715.93","5408.89","5660.93","756.14"
"537","SUCCESS","43","43","106.12","5609.9","5716.03","5554.9","5661.03","318.38"
"227","SUCCESS","27","27","540.29","5245.2","5785.48","5190.2","5730.48","1620.86"
"493","SUCCESS","45","45","982.69","4836.04","5818.73","4781.04","5763.73","2948.07"
"292","SUCCESS","47","47","869.43","4964.12","5833.56","4909.12","5778.56","2608.3"
"148","SUCCESS","41","41","619.96","5215.25","5835.2","5160.25","5780.2","1859.87"
"507","SUCCESS","50","50","290.19","5583.29","5873.47","5528.29","5818.47","870.56"
"421","SUCCESS","47","47","81.17","5833.56","5914.72","5778.56","5859.72","243.5"
"272","SUCCESS","07","07","722.36","5195","5917.36","5140","5862.36","2167.07"
"515","SUCCESS","23","23","922.87","4994.6","5917.47","4939.6","5862.47","2768.61"
"452","SUCCESS","09","09","543.19","5397.03","5940.22","5342.03","5885.22","1629.57"
"429","SUCCESS","05","05","701.24","5255.15","5956.4","5200.15","5901.4","2103.73"
"522","SUCCESS","38","38","927.25","5030.95","5958.2","4975.95","5903.2","2781.75"
"592","SUCCESS","32","32","305.88","5665.48","5971.36","5610.48","5916.36","917.65"
"575","SUCCESS","39","39","686.29","5290.54","5976.83","5235.54","5921.83","2058.87"
"403","SUCCESS","13","13","1010.5","4988.56","5999.06","4933.56","5944.06","3031.51"
"499","SUCCESS","14","14","417.3","5598.91","6016.21","5543.91","5961.21","1251.89"
"396","SUCCESS","26","26","728.28","5292.32","6020.6","5237.32","5965.6","2184.83"
"552","SUCCESS","50","50","183.55","5873.47","6057.03","5818.47","6002.03","550.66"
"549","SUCCESS","30","30","706.53","5357.45","6063.99","5302.45","6008.99","2119.6"
"308","SUCCESS","44","44","1047.25","5045.61","6092.86","4990.61","6037.86","3141.75"
"554","SUCCESS","17","17","669.71","5441.92","6111.63","5386.92","6056.63","2009.13"
"468","SUCCESS","35","35","741.36","5378.07","6119.43","5323.07","6064.43","2224.08"
"565","SUCCESS","34","34","698.19","5430.5","6128.69","5375.5","6073.69","2094.56"
"559","SUCCESS","40","40","632.78","5514.4","6147.18","5459.4","6092.18","1898.33"
"490","SUCCESS","08","08","985.77","5164.43","6150.2","5109.43","6095.2","2957.32"
"364","SUCCESS","22","22","583.02","5578.39","6161.4","5523.39","6106.4","1749.05"
"482","SUCCESS","25","25","769.58","5418.35","6187.93","5363.35","6132.93","2308.73"
"460","SUCCESS","46","46","618.77","5585.69","6204.46","5530.69","6149.46","1856.3"
"332","SUCCESS","29","29","716.73","5492.57","6209.3","5437.57","6154.3","2150.19"
"384","SUCCESS","27","27","433.33","5785.48","6218.81","5730.48","6163.81","1299.98"
"530","SUCCESS","02","02","821.66","5415.1","6236.77","5360.1","6181.77","2464.98"
"467","SUCCESS","28","28","883.9","5358.99","6242.89","5303.99","6187.89","2651.71"
"435","SUCCESS","12","12","747.54","5499.74","6247.28","5444.74","6192.28","2242.63"
"405","SUCCESS","19","19","564.8","5684.17","6248.97","5629.17","6193.97","1694.4"
"275","SUCCESS","07","07","353.01","5917.36","6270.37","5862.36","6215.37","1059.04"
"578","SUCCESS","10","10","560.82","5713.01","6273.83","5658.01","6218.83","1682.46"
"457","SUCCESS","37","37","565.65","5715.93","6281.58","5660.93","6226.58","1696.94"
"365","SUCCESS","15","15","748.85","5558.81","6307.66","5503.81","6252.66","2246.55"
"577","SUCCESS","45","45","533.53","5818.73","6352.26","5763.73","6297.26","1600.59"
"560","SUCCESS","17","17","255.29","6111.63","6366.92","6056.63","6311.92","765.88"
"479","SUCCESS","24","24","770.88","5598.61","6369.49","5543.61","6314.49","2312.63"
"546","SUCCESS","38","38","441.09","5958.2","6399.29","5903.2","6344.29","1323.28"
"375","SUCCESS","48","48","810.4","5603.34","6413.75","5548.34","6358.75","2431.21"
"526","SUCCESS","23","23","515.08","5917.47","6432.55","5862.47","6377.55","1545.23"
"424","SUCCESS","13","13","440.28","5999.06","6439.34","5944.06","6384.34","1320.85"
"556","SUCCESS","43","43","735.9","5716.03","6451.92","5661.03","6396.92","2207.69"
"309","SUCCESS","42","42","811.74","5651.45","6463.19","5596.45","6408.19","2435.23"
"426","SUCCESS","03","03","829.11","5645.59","6474.7","5590.59","6419.7","2487.34"
"359","SUCCESS","29","29","271.85","6209.3","6481.14","6154.3","6426.14","815.54"
"438","SUCCESS","19","19","265.21","6248.97","6514.18","6193.97","6459.18","795.63"
"528","SUCCESS","37","37","335.8","6281.58","6617.37","6226.58","6562.37","1007.39"
"547","SUCCESS","28","28","374.71","6242.89","6617.6","6187.89","6562.6","1124.12"
"500","SUCCESS","09","09","724.37","5940.22","6664.59","5885.22","6609.59","2173.11"
"402","SUCCESS","15","15","407.37","6307.66","6715.03","6252.66","6660.03","1222.11"
"391","SUCCESS","22","22","555.01","6161.4","6716.41","6106.4","6661.41","1665.02"
"388","SUCCESS","27","27","500.85","6218.81","6719.66","6163.81","6664.66","1502.55"
"339","SUCCESS","44","44","630.23","6092.86","6723.09","6037.86","6668.09","1890.69"
"508","SUCCESS","05","05","787.02","5956.4","6743.42","5901.4","6688.42","2361.07"
"167","SUCCESS","41","41","910.51","5835.2","6745.72","5780.2","6690.72","2731.54"
"470","SUCCESS","46","46","615.3","6204.46","6819.76","6149.46","6764.76","1845.91"
"477","SUCCESS","12","12","577.76","6247.28","6825.04","6192.28","6770.04","1733.28"
"476","SUCCESS","35","35","718.77","6119.43","6838.2","6064.43","6783.2","2156.31"
"539","SUCCESS","08","08","709.12","6150.2","6859.32","6095.2","6804.32","2127.36"
"583","SUCCESS","45","45","530.49","6352.26","6882.75","6297.26","6827.75","1591.48"
"472","SUCCESS","48","48","482.12","6413.75","6895.86","6358.75","6840.86","1446.35"
"401","SUCCESS","26","26","887.47","6020.6","6908.07","5965.6","6853.07","2662.42"
"538","SUCCESS","24","24","571.13","6369.49","6940.62","6314.49","6885.62","1713.4"
"433","SUCCESS","47","47","1038.21","5914.72","6952.93","5859.72","6897.93","3114.63"
"569","SUCCESS","14","14","937.14","6016.21","6953.35","5961.21","6898.35","2811.43"
"393","SUCCESS","29","29","487.8","6481.14","6968.94","6426.14","6913.94","1463.41"
"342","SUCCESS","07","07","702.64","6270.37","6973.01","6215.37","6918.01","2107.91"
"431","SUCCESS","13","13","563.05","6439.34","7002.39","6384.34","6947.39","1689.14"
"597","SUCCESS","38","38","675.9","6399.29","7075.19","6344.29","7020.19","2027.69"
"567","SUCCESS","40","40","1005.84","6147.18","7153.02","6092.18","7098.02","3017.51"
"171","SUCCESS","41","41","426.3","6745.72","7172.01","6690.72","7117.01","1278.89"
"529","SUCCESS","37","37","556.91","6617.37","7174.29","6562.37","7119.29","1670.74"
"587","SUCCESS","48","48","282.03","6895.86","7177.89","6840.86","7122.89","846.1"
"498","SUCCESS","22","22","501.46","6716.41","7217.88","6661.41","7162.88","1504.39"
"408","SUCCESS","26","26","315.7","6908.07","7223.77","6853.07","7168.77","947.09"
"534","SUCCESS","25","25","1058.27","6187.93","7246.2","6132.93","7191.2","3174.8"
"586","SUCCESS","14","14","407.61","6953.35","7360.96","6898.35","7305.96","1222.82"
"489","SUCCESS","46","46","556.08","6819.76","7375.84","6764.76","7320.84","1668.24"
"442","SUCCESS","47","47","426.49","6952.93","7379.43","6897.93","7324.43","1279.48"
"495","SUCCESS","35","35","554.27","6838.2","7392.47","6783.2","7337.47","1662.8"
"503","SUCCESS","09","09","738.07","6664.59","7402.67","6609.59","7347.67","2214.22"
"542","SUCCESS","15","15","695.94","6715.03","7410.97","6660.03","7355.97","2087.81"
"509","SUCCESS","05","05","676.82","6743.42","7420.24","6688.42","7365.24","2030.46"
"544","SUCCESS","12","12","601.38","6825.04","7426.42","6770.04","7371.42","1804.13"
"440","SUCCESS","13","13","508.07","7002.39","7510.46","6947.39","7455.46","1524.21"
"540","SUCCESS","24","24","573.89","6940.62","7514.51","6885.62","7459.51","1721.66"
"316","SUCCESS","42","42","1063.35","6463.19","7526.55","6408.19","7471.55","3190.06"
"481","SUCCESS","19","19","1084.4","6514.18","7598.58","6459.18","7543.58","3253.2"
"579","SUCCESS","37","37","428.53","7174.29","7602.82","7119.29","7547.82","1285.59"
"462","SUCCESS","27","27","908.79","6719.66","7628.45","6664.66","7573.45","2726.37"
"589","SUCCESS","45","45","776.22","6882.75","7658.97","6827.75","7603.97","2328.65"
"545","SUCCESS","15","15","252.48","7410.97","7663.45","7355.97","7608.45","757.44"
"501","SUCCESS","22","22","475.71","7217.88","7693.59","7162.88","7638.59","1427.13"
"397","SUCCESS","44","44","1059.37","6723.09","7782.46","6668.09","7727.46","3178.11"
"380","SUCCESS","42","42","295.25","7526.55","7821.79","7471.55","7766.79","885.74"
"206","SUCCESS","41","41","658.95","7172.01","7830.96","7117.01","7775.96","1976.85"
"412","SUCCESS","26","26","609.8","7223.77","7833.56","7168.77","7778.56","1829.39"
"353","SUCCESS","07","07","883.11","6973.01","7856.12","6918.01","7801.12","2649.34"
"400","SUCCESS","29","29","1001.79","6968.94","7970.74","6913.94","7915.74","3005.38"
"504","SUCCESS","35","35","583.2","7392.47","7975.67","7337.47","7920.67","1749.61"
"450","SUCCESS","13","13","477.45","7510.46","7987.91","7455.46","7932.91","1432.34"
"582","SUCCESS","46","46","719.77","7375.84","8095.61","7320.84","8040.61","2159.32"
"496","SUCCESS","47","47","766.36","7379.43","8145.79","7324.43","8090.79","2299.07"
"555","SUCCESS","22","22","466.46","7693.59","8160.04","7638.59","8105.04","1399.37"
"573","SUCCESS","24","24","670.86","7514.51","8185.36","7459.51","8130.36","2012.57"
"562","SUCCESS","15","15","522.36","7663.45","8185.81","7608.45","8130.81","1567.08"
"541","SUCCESS","25","25","944.92","7246.2","8191.12","7191.2","8136.12","2834.76"
"469","SUCCESS","27","27","583.43","7628.45","8211.88","7573.45","8156.88","1750.28"
"581","SUCCESS","42","42","438.93","7821.79","8260.73","7766.79","8205.73","1316.8"
"451","SUCCESS","44","44","535.87","7782.46","8318.32","7727.46","8263.32","1607.6"
"521","SUCCESS","05","05","955.26","7420.24","8375.5","7365.24","8320.5","2865.78"
"527","SUCCESS","19","19","782.21","7598.58","8380.78","7543.58","8325.78","2346.62"
"386","SUCCESS","07","07","578.87","7856.12","8434.99","7801.12","8379.99","1736.6"
"255","SUCCESS","41","41","605.88","7830.96","8436.84","7775.96","8381.84","1817.63"
"564","SUCCESS","09","09","1084.78","7402.67","8487.44","7347.67","8432.44","3254.33"
"466","SUCCESS","13","13","585.86","7987.91","8573.77","7932.91","8518.77","1757.58"
"473","SUCCESS","27","27","552.93","8211.88","8764.81","8156.88","8709.81","1658.79"
"594","SUCCESS","35","35","820","7975.67","8795.67","7920.67","8740.67","2459.99"
"548","SUCCESS","26","26","998.6","7833.56","8832.16","7778.56","8777.16","2995.79"
"599","SUCCESS","24","24","675.15","8185.36","8860.51","8130.36","8805.51","2025.45"
"437","SUCCESS","07","07","546.68","8434.99","8981.67","8379.99","8926.67","1640.05"
"260","SUCCESS","41","41","552.33","8436.84","8989.17","8381.84","8934.17","1656.99"
"563","SUCCESS","15","15","809.91","8185.81","8995.71","8130.81","8940.71","2429.72"
"525","SUCCESS","05","05","625.97","8375.5","9001.47","8320.5","8946.47","1877.9"
"420","SUCCESS","29","29","1064.82","7970.74","9035.55","7915.74","8980.55","3194.45"
"585","SUCCESS","44","44","775.8","8318.32","9094.12","8263.32","9039.12","2327.41"
"518","SUCCESS","13","13","763.63","8573.77","9337.4","8518.77","9282.4","2290.9"
"551","SUCCESS","26","26","659.55","8832.16","9491.7","8777.16","9436.7","1978.64"
"532","SUCCESS","05","05","606.29","9001.47","9607.76","8946.47","9552.76","1818.88"
"343","SUCCESS","41","41","694.49","8989.17","9683.66","8934.17","9628.66","2083.47"
"514","SUCCESS","27","27","1018.7","8764.81","9783.51","8709.81","9728.51","3056.1"
"474","SUCCESS","29","29","772.26","9035.55","9807.82","8980.55","9752.82","2316.79"
"485","SUCCESS","07","07","905.31","8981.67","9886.98","8926.67","9831.98","2715.92"
"531","SUCCESS","27","27","271.53","9783.51","10055.04","9728.51","10000.04","814.59"
"533","SUCCESS","05","05","526.44","9607.76","10134.2","9552.76","10079.2","1579.31"
"550","SUCCESS","07","07","383.24","9886.98","10270.21","9831.98","10215.21","1149.71"
"407","SUCCESS","41","41","681.39","9683.66","10365.04","9628.66","10310.04","2044.16"
"492","SUCCESS","29","29","672.98","9807.82","10480.8","9752.82","10425.8","2018.93"
"588","SUCCESS","27","27","655.43","10055.04","10710.47","10000.04","10655.47","1966.29"
"570","SUCCESS","05","05","684.54","10134.2","10818.74","10079.2","10763.74","2053.62"
"505","SUCCESS","29","29","411.82","10480.8","10892.62","10425.8","10837.62","1235.47"
"494","SUCCESS","41","41","666.75","10365.04","11031.79","10310.04","10976.79","2000.25"
"598","SUCCESS","27","27","486.76","10710.47","11197.23","10655.47","11142.23","1460.29"
"502","SUCCESS","41","41","331.28","11031.79","11363.08","10976.79","11308.08","993.85"
"557","SUCCESS","29","29","583.67","10892.62","11476.29","10837.62","11421.29","1751"
"591","SUCCESS","05","05","787.75","10818.74","11606.49","10763.74","11551.49","2363.26"
"519","SUCCESS","41","41","911.19","11363.08","12274.27","11308.08","12219.27","2733.57"
"596","SUCCESS","05","05","1008.52","11606.49","12615.02","11551.49","12560.02","3025.57"
"561","SUCCESS","41","41","938.77","12274.27","13213.04","12219.27","13158.04","2816.32"
"568","SUCCESS","41","41","790.66","13213.04","14003.69","13158.04","13948.69","2371.97"
"Makespan using QLearning:","11247.98213180008"
"Total Completion Time:","2443767.1599999997"
"Avg Completion Time:","4072.945266666666"
"Total Cost:","1074077.3900000001"
"Avg Cost:","1790.1289833333335"
"Avg Waiting Time:","3476.235616666667"
