"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization","RAM Utilization"
"281","SUCCESS","06","06","243.18","15974.33","16217.51","15974.23","16217.41","729.53","02.2","01"
"250","SUCCESS","07","07","394.25","15849.81","16244.06","15849.71","16243.96","1182.74","03.69","01"
"276","SUCCESS","03","03","453.84","15839.52","16293.37","15839.42","16293.27","1361.53","01.31","01"
"299","SUCCESS","06","06","237.5","16217.51","16455.01","16217.41","16454.91","712.5","01.02","01"
"290","SUCCESS","03","03","170.05","16293.37","16463.42","16293.27","16463.32","510.15","00.78","01"
"257","SUCCESS","05","05","580.85","15883.03","16463.89","15882.93","16463.79","1742.56","07.06","01"
"298","SUCCESS","11","11","311.09","16170.78","16481.87","16170.68","16481.77","933.26","00.63","01"
"219","SUCCESS","09","09","676.22","15864.9","16541.12","15864.8","16541.02","2028.67","01.36","01"
"254","SUCCESS","04","04","391.98","16156.33","16548.31","16156.23","16548.21","1175.94","01.32","01"
"272","SUCCESS","08","08","648.95","15943.77","16592.72","15943.67","16592.62","1946.84","02.57","01"
"292","SUCCESS","07","07","408.2","16244.06","16652.26","16243.96","16652.16","1224.61","02.58","01"
"316","SUCCESS","11","11","210.47","16481.87","16692.34","16481.77","16692.24","631.42","00.68","01"
"380","SUCCESS","02","02","725.04","16020.65","16745.7","16020.55","16745.6","2175.13","04.72","01"
"324","SUCCESS","10","10","622.49","16163.91","16786.4","16163.81","16786.3","1867.48","09.98","01"
"306","SUCCESS","06","06","402.03","16455.01","16857.04","16454.91","16856.94","1206.1","00.97","01"
"296","SUCCESS","07","07","247.88","16652.26","16900.14","16652.16","16900.04","743.64","01.36","01"
"261","SUCCESS","05","05","516.03","16463.89","16979.91","16463.79","16979.81","1548.08","08.67","01"
"279","SUCCESS","08","08","562.01","16592.72","17154.73","16592.62","17154.63","1686.04","01.92","01"
"336","SUCCESS","11","11","472.3","16692.34","17164.64","16692.24","17164.54","1416.89","01.87","01"
"297","SUCCESS","03","03","738.45","16463.42","17201.86","16463.32","17201.76","2215.34","01.97","01"
"284","SUCCESS","04","04","680.61","16548.31","17228.92","16548.21","17228.82","2041.83","01.82","01"
"233","SUCCESS","09","09","741.67","16541.12","17282.79","16541.02","17282.69","2225","01.59","01"
"329","SUCCESS","10","10","566.38","16786.4","17352.79","16786.3","17352.69","1699.15","05.11","01"
"341","SUCCESS","11","11","261.4","17164.64","17426.04","17164.54","17425.94","784.2","08.48","01"
"286","SUCCESS","04","04","228.81","17228.92","17457.73","17228.82","17457.63","686.42","01.23","01"
"235","SUCCESS","09","09","223.93","17282.79","17506.72","17282.69","17506.62","671.79","01.42","01"
"382","SUCCESS","02","02","761.27","16745.7","17506.97","16745.6","17506.87","2283.82","01.95","01"
"301","SUCCESS","07","07","709.71","16900.14","17609.85","16900.04","17609.75","2129.13","04.63","01"
"318","SUCCESS","06","06","862.53","16857.04","17719.57","16856.94","17719.47","2587.58","02.55","01"
"275","SUCCESS","05","05","778.03","16979.91","17757.94","16979.81","17757.84","2334.09","07.84","01"
"319","SUCCESS","08","08","611.32","17154.73","17766.06","17154.63","17765.96","1833.97","01.33","01"
"345","SUCCESS","11","11","425.69","17426.04","17851.73","17425.94","17851.63","1277.06","01.1","01"
"392","SUCCESS","02","02","377.87","17506.97","17884.84","17506.87","17884.74","1133.62","01.4","01"
"239","SUCCESS","09","09","443.95","17506.72","17950.67","17506.62","17950.58","1331.86","00.96","01"
"300","SUCCESS","03","03","806.43","17201.86","18008.29","17201.76","18008.19","2419.29","03.91","01"
"287","SUCCESS","04","04","641.23","17457.73","18098.96","17457.63","18098.86","1923.7","01.44","01"
"305","SUCCESS","07","07","544.89","17609.85","18154.74","17609.75","18154.64","1634.66","01.24","01"
"337","SUCCESS","10","10","867.88","17352.79","18220.67","17352.69","18220.57","2603.64","03.42","01"
"322","SUCCESS","08","08","583.94","17766.06","18350","17765.96","18349.9","1751.83","04.21","01"
"304","SUCCESS","03","03","374.44","18008.29","18382.73","18008.19","18382.63","1123.33","01.05","01"
"358","SUCCESS","06","06","667.23","17719.57","18386.8","17719.47","18386.7","2001.68","01.52","01"
"349","SUCCESS","10","10","257.26","18220.67","18477.93","18220.57","18477.83","771.78","00.53","01"
"400","SUCCESS","02","02","646.87","17884.84","18531.71","17884.74","18531.61","1940.61","22.59","01"
"363","SUCCESS","11","11","735.74","17851.73","18587.47","17851.63","18587.37","2207.23","01.51","01"
"277","SUCCESS","05","05","831.53","17757.94","18589.47","17757.84","18589.37","2494.59","02.82","01"
"246","SUCCESS","09","09","824.25","17950.67","18774.92","17950.58","18774.82","2472.74","13.68","01"
"310","SUCCESS","05","05","225.17","18589.47","18814.64","18589.37","18814.54","675.52","01.02","01"
"315","SUCCESS","03","03","436.11","18382.73","18818.85","18382.63","18818.75","1308.34","00.89","01"
"327","SUCCESS","08","08","510.71","18350","18860.71","18349.9","18860.61","1532.13","02.01","01"
"369","SUCCESS","11","11","310.9","18587.47","18898.37","18587.37","18898.27","932.69","01.14","01"
"307","SUCCESS","07","07","748.42","18154.74","18903.15","18154.64","18903.05","2245.25","02.85","01"
"288","SUCCESS","04","04","877.46","18098.96","18976.43","18098.86","18976.33","2632.39","13.63","01"
"402","SUCCESS","02","02","494.91","18531.71","19026.62","18531.61","19026.52","1484.74","02.27","01"
"352","SUCCESS","10","10","589.71","18477.93","19067.64","18477.83","19067.54","1769.14","01.24","01"
"377","SUCCESS","06","06","722.14","18386.8","19108.94","18386.7","19108.84","2166.42","01.73","01"
"252","SUCCESS","09","09","451.68","18774.92","19226.6","18774.82","19226.5","1355.03","05.02","01"
"338","SUCCESS","08","08","621.05","18860.71","19481.76","18860.61","19481.66","1863.14","01.52","01"
"309","SUCCESS","04","04","572.88","18976.43","19549.31","18976.33","19549.21","1718.65","01.15","01"
"321","SUCCESS","03","03","794.01","18818.85","19612.85","18818.75","19612.75","2382.02","01.95","01"
"381","SUCCESS","06","06","522.68","19108.94","19631.62","19108.84","19631.52","1568.05","02.13","01"
"371","SUCCESS","11","11","763.36","18898.37","19661.73","18898.27","19661.63","2290.09","02.17","01"
"328","SUCCESS","04","04","132.98","19549.31","19682.29","19549.21","19682.19","398.95","00.31","01"
"326","SUCCESS","07","07","839.29","18903.15","19742.45","18903.05","19742.35","2517.88","11.07","01"
"312","SUCCESS","05","05","933.59","18814.64","19748.23","18814.54","19748.13","2800.76","02.4","01"
"410","SUCCESS","02","02","724.63","19026.62","19751.25","19026.52","19751.15","2173.89","02.16","01"
"360","SUCCESS","10","10","780.15","19067.64","19847.8","19067.54","19847.7","2340.46","02.98","01"
"263","SUCCESS","09","09","709.5","19226.6","19936.1","19226.5","19936","2128.49","22.13","01"
"335","SUCCESS","04","04","314.76","19682.29","19997.05","19682.19","19996.95","944.27","02.6","01"
"372","SUCCESS","11","11","433.2","19661.73","20094.94","19661.63","20094.84","1299.61","06.22","01"
"331","SUCCESS","07","07","410.28","19742.45","20152.72","19742.35","20152.62","1230.83","04.15","01"
"383","SUCCESS","06","06","573.1","19631.62","20204.73","19631.52","20204.63","1719.31","01.16","01"
"413","SUCCESS","02","02","483.25","19751.25","20234.5","19751.15","20234.4","1449.74","10.47","01"
"340","SUCCESS","08","08","823.03","19481.76","20304.78","19481.66","20304.68","2469.08","02.43","01"
"270","SUCCESS","09","09","457.49","19936.1","20393.59","19936","20393.49","1372.46","01.07","01"
"323","SUCCESS","05","05","800.59","19748.23","20548.82","19748.13","20548.72","2401.76","01.87","01"
"325","SUCCESS","03","03","952.99","19612.85","20565.84","19612.75","20565.74","2858.96","07.29","01"
"348","SUCCESS","07","07","431.59","20152.72","20584.31","20152.62","20584.21","1294.77","01.64","01"
"387","SUCCESS","11","11","494.38","20094.94","20589.32","20094.84","20589.22","1483.14","00.99","01"
"370","SUCCESS","10","10","769.32","19847.8","20617.12","19847.7","20617.02","2307.95","03.08","01"
"339","SUCCESS","04","04","723.83","19997.05","20720.88","19996.95","20720.78","2171.49","10.23","01"
"415","SUCCESS","02","02","585.62","20234.5","20820.11","20234.4","20820.01","1756.85","01.15","01"
"394","SUCCESS","06","06","674.01","20204.73","20878.74","20204.63","20878.64","2022.04","06.32","01"
"351","SUCCESS","07","07","366.2","20584.31","20950.51","20584.21","20950.41","1098.6","00.85","01"
"330","SUCCESS","03","03","445.85","20565.84","21011.69","20565.74","21011.59","1337.54","06.66","01"
"376","SUCCESS","10","10","414.2","20617.12","21031.31","20617.02","21031.21","1242.59","09.9","01"
"418","SUCCESS","02","02","278.89","20820.11","21099.01","20820.01","21098.91","836.68","00.77","01"
"333","SUCCESS","05","05","573.9","20548.82","21122.71","20548.72","21122.61","1721.69","03.33","01"
"355","SUCCESS","04","04","428.87","20720.88","21149.74","20720.78","21149.64","1286.6","03.18","01"
"365","SUCCESS","07","07","227.45","20950.51","21177.97","20950.41","21177.87","682.36","00.47","01"
"357","SUCCESS","08","08","878.9","20304.78","21183.68","20304.68","21183.58","2636.69","03.32","01"
"390","SUCCESS","11","11","659.84","20589.32","21249.15","20589.22","21249.05","1979.51","01.33","01"
"280","SUCCESS","09","09","907.37","20393.59","21300.95","20393.49","21300.85","2722.1","05.96","01"
"395","SUCCESS","06","06","579.79","20878.74","21458.53","20878.64","21458.43","1739.37","01.59","01"
"359","SUCCESS","08","08","279.49","21183.68","21463.17","21183.58","21463.07","838.47","00.61","01"
"368","SUCCESS","07","07","340.14","21177.97","21518.11","21177.87","21518.01","1020.43","02.36","01"
"332","SUCCESS","03","03","613.02","21011.69","21624.71","21011.59","21624.61","1839.07","05.05","01"
"362","SUCCESS","04","04","518.52","21149.74","21668.27","21149.64","21668.17","1555.57","01.21","01"
"353","SUCCESS","05","05","567.84","21122.71","21690.55","21122.61","21690.45","1703.52","01.9","01"
"285","SUCCESS","09","09","405.73","21300.95","21706.68","21300.85","21706.58","1217.18","02.72","01"
"361","SUCCESS","08","08","269.12","21463.17","21732.29","21463.07","21732.19","807.35","01.29","01"
"391","SUCCESS","04","04","108.63","21668.27","21776.9","21668.17","21776.8","325.9","00.39","01"
"401","SUCCESS","06","06","473.63","21458.53","21932.16","21458.43","21932.06","1420.88","06.54","01"
"384","SUCCESS","10","10","944.58","21031.31","21975.9","21031.21","21975.8","2833.75","03.4","01"
"375","SUCCESS","08","08","306.23","21732.29","22038.51","21732.19","22038.41","918.68","00.97","01"
"294","SUCCESS","09","09","340.2","21706.68","22046.88","21706.58","22046.78","1020.61","01.56","01"
"405","SUCCESS","06","06","120.7","21932.16","22052.86","21932.06","22052.76","362.11","00.28","01"
"425","SUCCESS","02","02","954.14","21099.01","22053.15","21098.91","22053.05","2862.42","06.26","01"
"412","SUCCESS","04","04","399.16","21776.9","22176.06","21776.8","22175.96","1197.49","01.41","01"
"374","SUCCESS","07","07","678.91","21518.11","22197.03","21518.01","22196.93","2036.74","05.81","01"
"367","SUCCESS","05","05","510.78","21690.55","22201.33","21690.45","22201.23","1532.33","01.91","01"
"334","SUCCESS","03","03","612.34","21624.71","22237.05","21624.61","22236.95","1837.01","05.62","01"
"417","SUCCESS","11","11","1034.95","21249.15","22284.11","21249.05","22284.01","3104.86","10.87","01"
"385","SUCCESS","10","10","430.02","21975.9","22405.91","21975.8","22405.81","1290.05","02.35","01"
"386","SUCCESS","08","08","369.37","22038.51","22407.88","22038.41","22407.78","1108.11","02.36","01"
"414","SUCCESS","06","06","406.54","22052.86","22459.4","22052.76","22459.3","1219.62","00.9","01"
"320","SUCCESS","09","09","467.97","22046.88","22514.86","22046.78","22514.76","1403.92","01.15","01"
"432","SUCCESS","02","02","606.62","22053.15","22659.77","22053.05","22659.67","1819.86","23.1","01"
"420","SUCCESS","11","11","562.98","22284.11","22847.09","22284.01","22846.99","1688.95","01.24","01"
"342","SUCCESS","09","09","469.77","22514.86","22984.63","22514.76","22984.53","1409.32","01.16","01"
"419","SUCCESS","04","04","813.9","22176.06","22989.96","22175.96","22989.86","2441.69","03.24","01"
"373","SUCCESS","05","05","810.44","22201.33","23011.77","22201.23","23011.67","2431.32","03.67","01"
"422","SUCCESS","06","06","587.98","22459.4","23047.38","22459.3","23047.28","1763.93","01.5","01"
"393","SUCCESS","08","08","666.06","22407.88","23073.95","22407.78","23073.85","1998.19","01.62","01"
"443","SUCCESS","02","02","472.88","22659.77","23132.64","22659.67","23132.54","1418.62","02.1","01"
"398","SUCCESS","10","10","735.28","22405.91","23141.19","22405.81","23141.09","2205.83","01.51","01"
"347","SUCCESS","03","03","909.79","22237.05","23146.84","22236.95","23146.74","2729.37","11.83","01"
"407","SUCCESS","07","07","1047.51","22197.03","23244.53","22196.93","23244.43","3142.52","04.25","01"
"423","SUCCESS","06","06","254.96","23047.38","23302.34","23047.28","23302.24","764.88","00.68","01"
"396","SUCCESS","05","05","459.46","23011.77","23471.22","23011.67","23471.12","1378.37","03.21","01"
"343","SUCCESS","09","09","553.54","22984.63","23538.17","22984.53","23538.07","1660.61","01.3","01"
"428","SUCCESS","06","06","342.65","23302.34","23644.99","23302.24","23644.89","1027.95","00.89","01"
"427","SUCCESS","11","11","820.31","22847.09","23667.39","22846.99","23667.29","2460.92","05.98","01"
"446","SUCCESS","02","02","585.04","23132.64","23717.69","23132.54","23717.59","1755.13","01.9","01"
"354","SUCCESS","03","03","654.42","23146.84","23801.26","23146.74","23801.16","1963.25","02.2","01"
"438","SUCCESS","11","11","245.1","23667.39","23912.49","23667.29","23912.39","735.29","16.51","01"
"399","SUCCESS","10","10","790.53","23141.19","23931.72","23141.09","23931.62","2371.58","02.18","01"
"397","SUCCESS","08","08","860.22","23073.95","23934.17","23073.85","23934.07","2580.66","23.49","01"
"408","SUCCESS","07","07","730.95","23244.53","23975.48","23244.43","23975.38","2192.86","33.15","01"
"463","SUCCESS","04","04","1011.63","22989.96","24001.59","22989.86","24001.49","3034.89","02.45","01"
"411","SUCCESS","05","05","601.77","23471.22","24072.99","23471.12","24072.89","1805.3","01.47","01"
"450","SUCCESS","11","11","320.59","23912.49","24233.08","23912.39","24232.98","961.77","00.67","01"
"356","SUCCESS","03","03","498.68","23801.26","24299.93","23801.16","24299.83","1496.03","01.82","01"
"344","SUCCESS","09","09","795.84","23538.17","24334.01","23538.07","24333.91","2387.53","02.52","01"
"403","SUCCESS","10","10","418.64","23931.72","24350.35","23931.62","24350.25","1255.92","00.9","01"
"442","SUCCESS","06","06","781.13","23644.99","24426.12","23644.89","24426.02","2343.38","07.29","01"
"426","SUCCESS","08","08","508.19","23934.17","24442.36","23934.07","24442.26","1524.57","01.19","01"
"453","SUCCESS","02","02","742.64","23717.69","24460.33","23717.59","24460.23","2227.92","02.12","01"
"404","SUCCESS","10","10","140.2","24350.35","24490.55","24350.25","24490.45","420.6","01.26","01"
"424","SUCCESS","07","07","720.73","23975.48","24696.21","23975.38","24696.11","2162.19","03.27","01"
"455","SUCCESS","02","02","279.07","24460.33","24739.39","24460.23","24739.29","837.2","01.33","01"
"416","SUCCESS","10","10","267.64","24490.55","24758.19","24490.45","24758.09","802.91","03.54","01"
"470","SUCCESS","04","04","799.45","24001.59","24801.04","24001.49","24800.94","2398.35","01.85","01"
"346","SUCCESS","09","09","505.32","24334.01","24839.33","24333.91","24839.24","1515.97","03.16","01"
"389","SUCCESS","03","03","552.94","24299.93","24852.87","24299.83","24852.77","1658.81","01.55","01"
"431","SUCCESS","07","07","177.64","24696.21","24873.86","24696.11","24873.76","532.93","06.58","01"
"451","SUCCESS","06","06","595.04","24426.12","25021.15","24426.02","25021.05","1785.11","22.6","01"
"437","SUCCESS","08","08","587.87","24442.36","25030.23","24442.26","25030.13","1763.62","03.63","01"
"434","SUCCESS","05","05","992.38","24072.99","25065.37","24072.89","25065.27","2977.15","06.84","01"
"421","SUCCESS","10","10","384.47","24758.19","25142.66","24758.09","25142.56","1153.41","01.72","01"
"459","SUCCESS","11","11","965.71","24233.08","25198.8","24232.98","25198.7","2897.14","02.17","01"
"366","SUCCESS","09","09","465.91","24839.33","25305.24","24839.24","25305.15","1397.73","02.14","01"
"409","SUCCESS","03","03","488.03","24852.87","25340.89","24852.77","25340.79","1464.08","03.51","01"
"473","SUCCESS","02","02","716.87","24739.39","25456.26","24739.29","25456.16","2150.61","09.42","01"
"433","SUCCESS","07","07","733.07","24873.86","25606.93","24873.76","25606.83","2199.22","27.57","01"
"477","SUCCESS","04","04","831.85","24801.04","25632.89","24800.94","25632.79","2495.54","01.84","01"
"388","SUCCESS","09","09","348.13","25305.24","25653.38","25305.15","25653.28","1044.4","02.74","01"
"452","SUCCESS","05","05","590.03","25065.37","25655.4","25065.27","25655.3","1770.09","03.11","01"
"460","SUCCESS","06","06","648.94","25021.15","25670.09","25021.05","25669.99","1946.82","01.32","01"
"435","SUCCESS","07","07","214.67","25606.93","25821.6","25606.83","25821.5","644.01","00.61","01"
"440","SUCCESS","10","10","717.69","25142.66","25860.34","25142.56","25860.24","2153.06","04.39","01"
"441","SUCCESS","08","08","938.28","25030.23","25968.51","25030.13","25968.41","2814.84","05.37","01"
"480","SUCCESS","02","02","529.66","25456.26","25985.92","25456.16","25985.82","1588.97","01.94","01"
"481","SUCCESS","04","04","424.3","25632.89","26057.19","25632.79","26057.09","1272.89","00.91","01"
"486","SUCCESS","02","02","133.47","25985.92","26119.38","25985.82","26119.28","400.4","00.63","01"
"474","SUCCESS","11","11","950.6","25198.8","26149.4","25198.7","26149.3","2851.8","03.41","01"
"447","SUCCESS","07","07","332.28","25821.6","26153.88","25821.5","26153.78","996.83","05.03","01"
"457","SUCCESS","05","05","519.53","25655.4","26174.94","25655.3","26174.84","1558.6","01.81","01"
"429","SUCCESS","03","03","845.62","25340.89","26186.51","25340.79","26186.41","2536.86","17.27","01"
"464","SUCCESS","06","06","542.38","25670.09","26212.47","25669.99","26212.37","1627.14","13.66","01"
"406","SUCCESS","09","09","682.26","25653.38","26335.64","25653.28","26335.54","2046.79","01.55","01"
"448","SUCCESS","08","08","423.15","25968.51","26391.66","25968.41","26391.56","1269.46","01.02","01"
"502","SUCCESS","02","02","350.6","26119.38","26469.98","26119.28","26469.88","1051.8","00.74","01"
"500","SUCCESS","04","04","524.26","26057.19","26581.44","26057.09","26581.34","1572.77","02.14","01"
"444","SUCCESS","10","10","731.99","25860.34","26592.33","25860.24","26592.23","2195.96","01.76","01"
"449","SUCCESS","07","07","604.15","26153.88","26758.03","26153.78","26757.93","1812.46","07.33","01"
"462","SUCCESS","03","03","577.29","26186.51","26763.8","26186.41","26763.7","1731.87","02.97","01"
"469","SUCCESS","06","06","604.3","26212.47","26816.77","26212.37","26816.67","1812.89","01.57","01"
"458","SUCCESS","05","05","711.57","26174.94","26886.51","26174.84","26886.41","2134.72","06.38","01"
"456","SUCCESS","08","08","571.92","26391.66","26963.58","26391.56","26963.48","1715.75","04.67","01"
"430","SUCCESS","09","09","652.27","26335.64","26987.91","26335.54","26987.81","1956.81","01.66","01"
"504","SUCCESS","04","04","494.56","26581.44","27076","26581.34","27075.9","1483.67","02.63","01"
"519","SUCCESS","11","11","1062.94","26149.4","27212.33","26149.3","27212.23","3188.81","11.68","01"
"503","SUCCESS","02","02","749.61","26469.98","27219.59","26469.88","27219.49","2248.84","03.5","01"
"468","SUCCESS","03","03","474.95","26763.8","27238.75","26763.7","27238.65","1424.84","02.1","01"
"471","SUCCESS","10","10","702.22","26592.33","27294.55","26592.23","27294.45","2106.66","02","01"
"436","SUCCESS","09","09","373.21","26987.91","27361.12","26987.81","27361.02","1119.63","01.23","01"
"465","SUCCESS","05","05","494.51","26886.51","27381.02","26886.41","27380.92","1483.53","01.37","01"
"461","SUCCESS","07","07","643.48","26758.03","27401.51","26757.93","27401.41","1930.44","02.52","01"
"467","SUCCESS","07","07","180.67","27401.51","27582.18","27401.41","27582.08","542.01","00.49","01"
"478","SUCCESS","07","07","84.88","27582.18","27667.06","27582.08","27666.96","254.65","00.19","01"
"472","SUCCESS","06","06","868.98","26816.77","27685.75","26816.67","27685.65","2606.93","03.92","01"
"530","SUCCESS","11","11","666.03","27212.33","27878.36","27212.23","27878.26","1998.08","03.53","01"
"479","SUCCESS","08","08","990.7","26963.58","27954.28","26963.48","27954.18","2972.11","05.07","01"
"508","SUCCESS","04","04","898.58","27076","27974.59","27075.9","27974.49","2695.75","02.76","01"
"491","SUCCESS","03","03","795.3","27238.75","28034.05","27238.65","28033.95","2385.91","01.94","01"
"506","SUCCESS","02","02","844.7","27219.59","28064.3","27219.49","28064.2","2534.1","09.04","01"
"475","SUCCESS","06","06","473.6","27685.75","28159.35","27685.65","28159.25","1420.81","02.27","01"
"493","SUCCESS","10","10","877.59","27294.55","28172.14","27294.45","28172.04","2632.77","08.28","01"
"494","SUCCESS","03","03","160.4","28034.05","28194.45","28033.95","28194.35","481.21","02.85","01"
"531","SUCCESS","11","11","319.21","27878.36","28197.57","27878.26","28197.47","957.62","01.81","01"
"499","SUCCESS","03","03","163.24","28194.45","28357.7","28194.35","28357.6","489.73","00.76","01"
"439","SUCCESS","09","09","1002.3","27361.12","28363.42","27361.02","28363.32","3006.9","04.88","01"
"466","SUCCESS","05","05","1097.64","27381.02","28478.66","27380.92","28478.56","3292.92","02.9","01"
"483","SUCCESS","07","07","977.41","27667.06","28644.47","27666.96","28644.37","2932.23","05.94","01"
"507","SUCCESS","02","02","597.69","28064.3","28661.98","28064.2","28661.88","1793.07","03.37","01"
"510","SUCCESS","03","03","306.35","28357.7","28664.05","28357.6","28663.95","919.06","01.12","01"
"489","SUCCESS","08","08","721.57","27954.28","28675.85","27954.18","28675.75","2164.71","08.03","01"
"445","SUCCESS","09","09","460.14","28363.42","28823.56","28363.32","28823.46","1380.42","01.45","01"
"509","SUCCESS","04","04","878.48","27974.59","28853.07","27974.49","28852.97","2635.44","02.91","01"
"496","SUCCESS","10","10","687.14","28172.14","28859.28","28172.04","28859.18","2061.42","01.67","01"
"536","SUCCESS","11","11","757.32","28197.57","28954.88","28197.47","28954.78","2271.95","02.24","01"
"482","SUCCESS","06","06","809.73","28159.35","28969.08","28159.25","28968.98","2429.2","04.32","01"
"495","SUCCESS","08","08","350.12","28675.85","29025.97","28675.75","29025.87","1050.36","01.7","01"
"484","SUCCESS","05","05","576.87","28478.66","29055.53","28478.56","29055.43","1730.61","01.55","01"
"525","SUCCESS","03","03","406.33","28664.05","29070.38","28663.95","29070.28","1218.98","00.8","01"
"497","SUCCESS","07","07","471.23","28644.47","29115.7","28644.37","29115.6","1413.68","01.37","01"
"454","SUCCESS","09","09","451.47","28823.56","29275.04","28823.46","29274.94","1354.42","02.43","01"
"512","SUCCESS","04","04","564.34","28853.07","29417.41","28852.97","29417.31","1693.02","01.48","01"
"476","SUCCESS","09","09","233.32","29275.04","29508.36","29274.94","29508.26","699.97","02.96","01"
"488","SUCCESS","05","05","452.86","29055.53","29508.39","29055.43","29508.29","1358.59","09.93","01"
"498","SUCCESS","10","10","731.33","28859.28","29590.6","28859.18","29590.5","2193.98","07.98","01"
"505","SUCCESS","06","06","705.28","28969.08","29674.36","28968.98","29674.26","2115.84","01.42","01"
"515","SUCCESS","02","02","1032.71","28661.98","29694.7","28661.88","29694.6","3098.14","02.93","01"
"526","SUCCESS","03","03","700.21","29070.38","29770.58","29070.28","29770.48","2100.62","01.83","01"
"514","SUCCESS","07","07","671.85","29115.7","29787.55","29115.6","29787.45","2015.56","01.49","01"
"523","SUCCESS","08","08","788.93","29025.97","29814.91","29025.87","29814.81","2366.8","03.09","01"
"542","SUCCESS","11","11","877.45","28954.88","29832.34","28954.78","29832.24","2632.36","02.53","01"
"527","SUCCESS","03","03","286.12","29770.58","30056.7","29770.48","30056.6","858.35","00.97","01"
"544","SUCCESS","07","07","291.87","29787.55","30079.43","29787.45","30079.33","875.62","00.59","01"
"485","SUCCESS","09","09","609.91","29508.36","30118.27","29508.26","30118.17","1829.73","01.32","01"
"546","SUCCESS","08","08","309.66","29814.91","30124.57","29814.81","30124.47","928.98","00.75","01"
"513","SUCCESS","10","10","554.78","29590.6","30145.38","29590.5","30145.28","1664.33","01.37","01"
"522","SUCCESS","06","06","554.67","29674.36","30229.03","29674.26","30228.93","1664.02","02.86","01"
"538","SUCCESS","04","04","834.66","29417.41","30252.07","29417.31","30251.97","2503.99","09.08","01"
"490","SUCCESS","05","05","767.74","29508.39","30276.13","29508.29","30276.03","2303.21","01.8","01"
"550","SUCCESS","11","11","468.94","29832.34","30301.28","29832.24","30301.18","1406.83","02.42","01"
"559","SUCCESS","07","07","240.28","30079.43","30319.7","30079.33","30319.6","720.83","00.57","01"
"521","SUCCESS","02","02","743.21","29694.7","30437.9","29694.6","30437.8","2229.62","02.66","01"
"524","SUCCESS","10","10","324.53","30145.38","30469.91","30145.28","30469.81","973.59","00.8","01"
"554","SUCCESS","08","08","369.81","30124.57","30494.38","30124.47","30494.28","1109.43","00.76","01"
"529","SUCCESS","03","03","543.32","30056.7","30600.02","30056.6","30599.92","1629.95","02.47","01"
"574","SUCCESS","07","07","405.58","30319.7","30725.29","30319.6","30725.19","1216.75","00.92","01"
"556","SUCCESS","08","08","254.43","30494.38","30748.8","30494.28","30748.7","763.28","01.69","01"
"487","SUCCESS","09","09","639.51","30118.27","30757.79","30118.17","30757.69","1918.54","25.31","01"
"534","SUCCESS","02","02","392.42","30437.9","30830.32","30437.8","30830.22","1177.26","04.6","01"
"501","SUCCESS","05","05","591.17","30276.13","30867.29","30276.03","30867.19","1773.5","05.89","01"
"568","SUCCESS","08","08","196.69","30748.8","30945.5","30748.7","30945.4","590.08","00.77","01"
"528","SUCCESS","10","10","500.12","30469.91","30970.02","30469.81","30969.92","1500.35","02.08","01"
"532","SUCCESS","06","06","761","30229.03","30990.03","30228.93","30989.94","2283.01","02.87","01"
"545","SUCCESS","04","04","838.38","30252.07","31090.45","30251.97","31090.35","2515.13","01.65","01"
"492","SUCCESS","09","09","391.94","30757.79","31149.73","30757.69","31149.63","1175.83","00.92","01"
"535","SUCCESS","02","02","353.03","30830.32","31183.35","30830.22","31183.25","1059.08","01.88","01"
"563","SUCCESS","11","11","1021.35","30301.28","31322.63","30301.18","31322.53","3064.06","03.14","01"
"576","SUCCESS","07","07","604.45","30725.29","31329.74","30725.19","31329.64","1813.36","01.48","01"
"537","SUCCESS","06","06","408.4","30990.03","31398.44","30989.94","31398.34","1225.21","02.17","01"
"533","SUCCESS","03","03","939.41","30600.02","31539.43","30599.92","31539.33","2818.24","05.92","01"
"585","SUCCESS","08","08","594.69","30945.5","31540.19","30945.4","31540.09","1784.07","01.97","01"
"540","SUCCESS","10","10","741.64","30970.02","31711.66","30969.92","31711.56","2224.92","02.11","01"
"562","SUCCESS","04","04","671","31090.45","31761.44","31090.35","31761.34","2012.99","03.48","01"
"543","SUCCESS","02","02","581.19","31183.35","31764.54","31183.25","31764.44","1743.57","06.2","01"
"511","SUCCESS","05","05","927.74","30867.29","31795.04","30867.19","31794.94","2783.22","02.8","01"
"552","SUCCESS","10","10","237.11","31711.66","31948.77","31711.56","31948.67","711.33","00.64","01"
"567","SUCCESS","11","11","637.76","31322.63","31960.39","31322.53","31960.29","1913.28","02.34","01"
"591","SUCCESS","07","07","633.11","31329.74","31962.85","31329.64","31962.75","1899.33","21.16","01"
"587","SUCCESS","08","08","500.8","31540.19","32040.99","31540.09","32040.89","1502.39","02.33","01"
"516","SUCCESS","09","09","893.08","31149.73","32042.81","31149.63","32042.71","2679.24","04.32","01"
"518","SUCCESS","05","05","403.28","31795.04","32198.31","31794.94","32198.22","1209.84","00.95","01"
"549","SUCCESS","03","03","680.5","31539.43","32219.93","31539.33","32219.83","2041.51","07.34","01"
"558","SUCCESS","02","02","484.86","31764.54","32249.4","31764.44","32249.3","1454.58","01.13","01"
